BPRICE,BMAX,BMIN,BVOL,EPRICE,EMAX,EMIN,EVOL,XPRICE,XMAX,XMIN,XCOL,LPRICE,LMAX,LMIN,LVOL
765,769,748,"530,987.80","421,503.10",11.3,13.6,10.5,"8,365.00",0,0,0,"3,242.50",5.5,5.6,5.4
703,765,639.9,"1,610,300.70","275,838.70",11.6,12,10.6,"7,384.50",0,0,0,"16,794.50",5,5.5,4.5
677,710,639.7,"1,917,340.70","1,175,864.50",15.5,15.9,11.3,"26,729.40",0,0,0,"26,919.70",4.9,5.5,4.6
596,686.7,562,"2,049,482.90","640,074.00",13.2,15.8,12.8,"64,386.50",0,0,0,"89,374.30",3.8,5,3.6
671.1,687.5,555.1,"2,085,250.60","519,474.90",14.2,14.6,12.6,"27,760.60",0,0,0,"82,426.70",4.3,4.5,3.6
686.5,710,638,"976,809.60","160,808.30",14.3,14.8,13.7,"5,881.30",0,0,0,"27,412.00",4.3,4.5,4.1
657.9,690.8,640,"601,509.90","87,264.80",14.2,14.7,14,"8,120.80",0,0,0,"7,173.20",4.2,4.4,4
650.7,658,616.4,"522,904.90","120,804.50",14,14.2,13.6,"8,486.50",0,0,0,"8,630.50",4.2,4.2,4
648,661.2,631,"347,771.00","112,673.00",13.8,14.1,13.6,"9,595.60",0,0,0,"3,107.20",4.2,4.2,4.1
633,656.3,616.6,"567,819.90","462,572.70",12.1,13.8,11.6,"11,304.10",0,0,0,"5,218.10",4.1,4.2,4
638.5,646,625,"253,582.50","156,301.00",12.6,13,11.8,"9,617.70",0,0,0,"3,970.20",4.1,4.1,4
676.4,690.3,636,"757,022.60","79,038.40",12.2,12.7,12.2,"15,592.60",0,0,0,"12,209.00",4.2,4.4,4
678.5,684.9,670.2,"287,545.40","156,239.60",12.1,12.4,11.8,"6,884.80",0,0,0,"3,044.00",4.3,4.3,4.2
683,707.1,675.1,"482,605.60","116,453.10",12,12.2,11.9,"1,482.00",0,0,0,"17,061.00",4.4,4.9,4.3
675,684.4,641.5,"515,133.80","148,532.60",11.8,12.1,11.6,"6,756.20",0,0,0,"3,415.50",4.4,4.5,4.2
677.5,682,635,"586,296.20","656,806.40",11,11.8,10,"4,800.50",0,0,0,"7,662.40",4.5,4.6,4.2
673,680.6,660,"451,765.10","564,706.10",10.7,11.1,9.2,"4,284.40",0,0,0,"8,054.80",4.4,4.5,4.2
638,680.6,625.4,"482,567.30","130,110.20",9.9,11,9.8,"8,935.00",0,0,0,"7,153.30",4.2,4.5,4.1
643,647,594,"783,674.90","128,422.70",10.2,10.2,9.4,"2,766.10",0,0,0,"7,964.80",4.1,4.2,3.9
658.6,669.7,637,"577,523.30","346,264.70",10.9,11.6,10.1,"2,386.20",0,0,0,"8,741.60",4.1,4.3,4
647.5,664.5,623,"523,165.90","53,622.30",10.9,11.1,10.7,493,0,0,0,"7,490.30",4.1,4.2,4
650.5,664.5,638,"302,063.80","29,621.30",10.6,11,10.5,"6,294.20",0,0,0,934.8,4.1,4.2,4.1
646,654.5,645,"214,821.30","67,679.50",10.6,10.7,10.2,"6,309.70",0,0,0,698.6,4.1,4.2,4.1
665.2,678,647,"387,971.80","79,388.70",10.6,10.9,10.4,309.2,0,0,0,"2,576.00",4.2,4.3,4.1
655,672.1,651,"173,296.50","106,052.60",11.1,11.4,10.4,43.5,0,0,0,594.2,4.1,4.2,4.1
661.1,669.9,653.7,"206,384.00","172,244.40",12,12,10.9,"2,247.70",0,0,0,923.4,4.2,4.2,4.1
667,678,661.1,"187,915.30","140,142.50",11.7,12.4,11.7,504.3,0,0,0,"2,479.60",4.2,4.2,4.1
668,670,660,"127,017.50","48,850.50",11.5,12,11.2,"3,857.70",0,0,0,"1,263.30",4.2,4.2,4.1
686.6,690,667.6,"199,870.00","156,431.20",11.6,11.8,11,626.7,0,0,0,"3,278.50",4.2,4.3,4.2
677,686.7,668.3,"354,909.60","318,885.80",11.3,11.8,11,"7,278.90",0,0,0,"2,676.80",4.2,4.2,4.2
674.6,677.9,667.9,"235,589.00","219,775.50",11.8,12.2,11.1,138.7,0,0,0,147.4,4.1,4.2,4.1
665,675,659.9,"181,952.70","321,462.90",12.5,13.1,11.7,"2,530.30",0,0,0,"2,609.00",4.2,4.2,4.1
664.6,670,662,"119,839.30","135,134.40",12.7,12.9,12.1,"2,958.40",0,0,0,847.8,4.2,4.2,4.1
646,666.1,641.3,"406,788.80","698,144.20",14.5,14.9,12.7,"1,565.60",0,0,0,"4,550.30",4,4.1,3.9
654,665.1,649.3,"302,321.50","415,007.80",13.7,14.8,13,"1,025.40",0,0,0,"3,761.80",4.1,4.1,4
657.5,667.1,652,"300,086.80","336,825.30",13.5,14,12.2,"2,577.40",0,0,0,"4,332.20",4,4.1,4
644.8,660,639.5,"205,431.10","141,864.90",13.3,13.8,13,"2,407.60",0,0,0,"2,910.60",4,4.1,3.9
655.3,662,642,"630,781.00","821,073.00",12.4,13.4,11.3,"2,094.50",0,0,0,"10,866.60",4,4,3.9
657.4,661,650,"200,359.30","218,304.40",12.8,13.5,12.3,"1,097.10",0,0,0,"3,887.70",4,4,3.9
657,662,650,"330,908.20","91,580.90",12.6,13,12.5,"3,268.70",0,0,0,"2,218.30",4,4,3.9
655,661.9,653.6,"88,896.80","39,380.80",12.8,12.9,12.6,"1,369.90",0,0,0,"3,505.80",4.1,4.1,3.9
640.9,661.1,629,"214,719.00","37,736.50",12.4,12.8,12.2,60.2,0,0,0,"2,144.00",4,4.1,4
621.3,639.5,611,"639,675.90","154,758.70",11.5,12.4,11.3,531.4,0,0,0,"4,120.40",3.9,4.2,3.9
605,630,594,"1,285,564.70","337,584.60",10.5,11.7,10,"1,252.30",0,0,0,"7,549.60",3.8,4,3.7
543.4,608.9,462.9,"3,371,633.60","1,145,682.00",9.3,10.8,7.3,"4,706.80",0,0,0,"31,795.60",3.6,3.8,3.2
578,590,534.1,"1,729,085.80","608,331.50",10.5,10.8,9,"2,158.90",0,0,0,"19,456.20",3.8,3.8,3.5
569.5,595.3,567.1,"881,697.90","415,206.80",10.8,11.5,10.3,"3,855.90",0,0,0,"12,940.30",3.7,3.9,3.7
565,578.8,563,"319,151.30","101,041.70",10.3,11.1,10.3,"1,150.10",0,0,0,"1,965.20",3.7,3.8,3.7
593.1,613,563.2,"592,871.10","95,216.00",11,11.2,10.2,"8,991.40",0,0,0,"2,079.10",3.8,3.8,3.7
595.2,625,589,"617,466.80","114,988.40",11,11.4,10.8,"3,551.00",0,0,0,"7,308.80",3.9,4,3.8
590.6,600,586,"353,183.60","78,112.70",11.3,11.4,11,"4,184.80",0,0,0,"4,320.70",3.8,3.9,3.7
602.6,625.3,586,"870,566.60","511,344.30",12.7,12.8,11.3,"4,069.30",0,0,0,"10,448.70",3.8,4,3.8
596.3,619,586.3,"781,690.10","553,327.90",12,12.8,12,"6,384.40",0,0,0,"8,817.70",3.7,3.9,3.4
590.1,605.5,582.6,"578,966.50","266,592.50",12,12.2,11.6,926.4,0,0,0,"7,374.20",3.8,3.8,3.7
590.5,595.4,583.1,"320,517.30","96,016.10",11.8,12.1,11.6,33,0,0,0,"2,910.70",3.7,3.8,3.7
582,592,580,"171,571.70","87,503.30",11.7,11.8,11.5,"1,250.60",0,0,0,"1,141.10",3.7,3.8,3.7
573,583.1,561,"613,637.90","312,550.30",11.3,11.7,10.8,991.6,0,0,0,"3,292.80",3.6,3.7,3.6
566.7,598.9,561,"437,543.10","91,130.60",11.1,11.4,10.9,"7,739.70",0,0,0,"4,228.90",3.6,3.7,3.5
574.3,583.9,565.2,"350,659.90","148,537.80",11,11.2,10.3,15.8,0,0,0,"2,075.20",3.6,3.7,3.6
570.5,578.8,566,"267,974.20","137,615.50",10.9,11.1,10.3,"1,750.70",0,0,0,"1,123.40",3.6,3.6,3.6
571.4,578.2,563,"262,768.90","101,360.00",10.7,11,10.7,265,0,0,0,"1,172.50",3.6,3.6,3.6
573.2,577,569.4,"163,602.60","97,885.50",10.9,11.1,10.5,"1,284.40",0,0,0,237.2,3.6,3.6,3.6
583.6,584.7,570.6,"183,465.60","100,800.30",11.1,11.3,10.9,6.7,0,0,0,"3,539.10",3.6,3.6,3.6
583.4,586.4,578,"166,230.00","32,855.40",11.2,11.3,11,"1,478.80",0,0,0,"1,623.90",3.6,3.6,3.6
591.5,595,580.9,"512,965.00","96,431.30",11.3,11.4,11,"3,463.80",0,0,0,"15,289.70",3.8,3.8,3.6
581.5,592.4,578.5,"483,054.40","87,103.00",11.1,11.3,10.9,926,0,0,0,"42,595.30",3.9,4.5,3.7
575,586.9,573,"277,968.60","39,188.00",11.2,11.2,11,420.9,0,0,0,"12,259.60",3.9,4,3.8
580,581,573,"276,968.50","61,120.90",11.3,11.5,11.1,290.3,0,0,0,"7,730.60",3.8,3.9,3.7
574,585.9,572.6,"228,164.50","37,020.00",11.2,11.4,11,110.4,0,0,0,"1,797.20",3.8,3.9,3.8
574.1,577.9,563,"487,357.10","66,809.40",11,11.3,10.9,"6,089.90",0,0,0,"3,895.60",3.8,3.8,3.7
576.2,589,568.4,"820,076.30","128,857.20",11,11.2,10.7,"1,487.50",0,0,0,"11,790.30",3.8,3.8,3.7
580.1,582.4,571,"584,334.20","100,726.10",11.1,11.3,10.8,"3,014.50",0,0,0,"17,907.50",3.8,3.8,3.7
573.5,584.3,572,"316,600.60","89,268.80",11.3,11.4,11,"2,762.80",0,0,0,"5,993.30",3.8,3.9,3.8
573.6,580,571,"284,310.60","170,367.90",12.4,12.4,11.2,"2,422.60",0,0,0,"4,451.20",3.9,3.9,3.8
573.3,577,570.2,"367,954.80","143,174.10",12,12.7,11.5,"2,250.40",0,0,0,"1,927.60",3.8,3.9,3.8
578.6,598.6,570,"770,219.50","269,478.00",11.8,12.5,11,"1,895.90",0,0,0,"5,414.60",3.8,3.9,3.8
604.3,615,560.3,"1,203,782.10","189,885.10",11.7,12.1,11.5,"12,592.10",0,0,0,"17,902.80",3.9,4,3.8
612.2,620,604.3,"523,962.20","85,469.00",11.8,11.9,11.6,"3,187.10",0,0,0,"12,400.10",4,4.1,3.9
613.2,614.9,603.3,"634,859.10","122,416.50",11.6,11.9,11.5,"1,924.20",0,0,0,"5,959.70",4,4,3.9
614.5,617.1,608,"451,247.00","36,226.10",11.6,11.8,11.5,"1,822.20",0,0,0,"2,834.00",4,4,3.9
618.8,623.9,609.7,"571,851.90","63,697.90",11.7,11.8,11.6,"1,956.10",0,0,0,"5,055.80",4,4,3.9
626.3,635.7,617.2,"446,531.10","163,655.90",11.7,11.9,11.4,"1,265.80",0,0,0,"5,010.50",4,4.1,4
625.6,630,622.1,"221,768.50","71,494.40",11.7,11.9,11.5,"1,071.30",0,0,0,"3,193.80",4,4,4
627.3,630,625.6,"114,623.50","110,441.30",12,12.3,11.6,782.2,0,0,0,"4,238.90",4,4,4
612.2,636,591.7,"641,443.60","134,603.50",11.9,12.1,11.6,793.8,0,0,0,"5,822.10",3.9,4,3.9
612.8,615,607.4,"274,222.70","103,799.70",12.2,12.2,11.7,809,0,0,0,"3,937.70",3.9,3.9,3.8
613.5,618.3,611,"235,665.70","193,205.80",12.1,12.8,11.9,"2,578.80",0,0,0,945.7,3.9,3.9,3.8
613,616.6,609,"315,448.10","61,723.00",12,12.2,12,"73,514.10",0,0,0,"1,571.40",3.8,3.9,3.8
610.3,614.5,608,"243,472.90","170,857.20",12.6,12.8,12,"21,508.60",0,0,0,"7,650.40",3.9,3.9,3.8
608.8,611.4,606,"117,029.90","59,509.10",12.9,12.9,12.5,"5,543.10",0,0,0,806.9,3.8,3.9,3.8
612.2,617.5,607.2,"214,224.40","284,259.10",12.9,13.1,12.2,"3,873.50",0,0,0,"3,151.30",3.8,3.9,3.8
611.8,617,608.1,"202,338.20","191,694.30",13.5,13.7,12.8,"1,165.80",0,0,0,"9,419.00",3.9,3.9,3.8
600.5,614,593.2,"607,276.90","387,427.70",13.9,14.5,13.5,"9,099.20",0,0,0,"4,136.00",3.8,3.9,3.8
603,607.2,602,"69,765.50","46,573.40",13,13.3,12.7,"1,098.50",0,0,0,855.6,3.8,3.8,3.8
602.8,605,598.7,"134,163.40","25,412.00",12.8,13.2,12.8,"6,591.10",0,0,0,"3,529.30",3.8,3.8,3.8
607.8,610.9,602.8,"218,871.50","52,021.00",13,13.1,12.8,"8,304.20",0,0,0,"1,355.90",3.9,3.9,3.8
605.3,608.7,603,"126,100.30","93,911.80",13.3,13.5,13,"5,425.40",0,0,0,387.3,3.8,3.9,3.8
605.9,607,603.2,"101,516.60","17,232.40",13.2,13.3,13.2,"17,931.40",0,0,0,247.8,3.8,3.9,3.8
607.3,608.7,604.5,"96,866.30","27,048.50",13.1,13.2,13.1,"5,595.90",0,0,0,885.8,3.8,3.9,3.8
614.1,617,605,"196,782.20","33,194.00",13.1,13.4,13.1,"19,934.40",0,0,0,"11,489.00",3.8,3.9,3.8
611.7,616.9,607.5,"158,946.80","40,676.80",13.2,13.3,13.1,"5,920.60",0,0,0,"3,526.60",3.8,3.9,3.8
612.1,613.5,607.9,"96,326.40","24,866.20",13.2,13.3,13.1,"3,514.80",0,0,0,426.3,3.9,3.9,3.8
610.7,614.9,609.4,"144,976.70","52,390.30",13.5,13.5,13.2,"2,686.40",0,0,0,355.1,3.8,3.9,3.8
611.3,613.8,608.6,"206,099.10","92,454.40",13.3,13.5,13.2,"3,764.70",0,0,0,459.7,3.8,3.9,3.8
612.1,617,609.2,"295,468.60","68,973.70",13,13.3,13,"4,279.80",0,0,0,"7,555.90",3.8,3.9,3.8
615,616.4,611.2,"173,597.50","69,592.50",12.8,13.1,12.7,"2,418.30",0,0,0,514.3,3.9,3.9,3.8
621.9,623.7,615,"139,734.70","84,958.60",12.3,12.9,12.3,"1,821.50",0,0,0,"14,914.10",3.9,3.9,3.8
618.2,623.2,615.6,"169,756.00","103,850.10",12.3,12.4,12,"1,560.80",0,0,0,"1,870.20",3.8,3.9,3.8
619.8,621.3,615.6,"140,924.90","59,814.50",11.9,12.4,11.9,"9,220.90",0,0,0,"2,967.30",3.8,3.8,3.8
634,642.8,616.8,"346,764.80","69,640.50",12.2,12.3,11.6,"5,959.00",0,0,0,"3,425.10",3.8,3.9,3.8
639.2,644,632,"455,552.10","86,269.60",12,12.2,11.7,"1,300.40",0,0,0,"12,198.70",3.8,3.9,3.8
638.1,643.3,635.1,"202,093.40","76,499.60",12,12.2,11.7,"7,742.30",0,0,0,"2,682.40",3.9,4,3.8
639.4,640.8,635.5,"125,175.00","43,023.20",12.1,12.1,11.8,"3,823.40",0,0,0,"3,921.80",3.9,3.9,3.9
643,643.9,637.7,"110,522.50","14,558.00",11.9,12.1,11.9,"1,516.80",0,0,0,"3,012.10",3.9,3.9,3.9
643.9,646,639,"118,398.70","39,128.60",12,12.1,11.8,"5,803.20",0,0,0,556.2,3.9,3.9,3.9
644.8,646.6,641,"347,280.60","14,323.30",12,12.1,11.8,"15,478.40",0,0,0,"1,233.80",3.9,3.9,3.9
638.8,646.6,637,"360,884.30","54,336.30",12.4,12.6,11.9,"1,806.70",0,0,0,"4,620.30",3.9,3.9,3.8
640,642,631.8,"96,139.30","68,192.40",12.6,13,12.3,688.9,0,0,0,"4,669.10",3.9,3.9,3.8
633.3,641.9,626.1,"253,389.20","93,123.40",12,12.6,11.9,"6,803.20",0,0,0,"3,565.00",3.8,3.9,3.8
635.3,637.2,629.5,"75,507.60","19,701.10",12.1,12.3,12,"11,889.50",0,0,0,"3,607.70",3.8,3.8,3.8
638.6,639,632.2,"56,457.80","5,405.30",12.1,12.2,12.1,"2,052.10",0,0,0,986.4,3.9,3.9,3.8
660.1,670.9,638.6,"506,620.50","50,248.90",12.2,12.3,12.1,"3,228.80",0,0,0,"9,706.50",3.9,4,3.8
653.5,663.4,653,"132,216.00","32,473.60",12.1,12.2,12,"2,043.10",0,0,0,"7,326.20",3.9,3.9,3.9
659,664.8,653.5,"108,683.00","56,756.80",11.7,12.1,11.6,"2,742.70",0,0,0,"2,971.80",3.9,3.9,3.8
661.6,666,653,"226,136.70","76,084.10",11.5,11.8,11.1,541.2,0,0,0,"10,593.40",3.9,3.9,3.8
688.4,689,661.5,"485,538.10","61,656.60",11.3,11.7,11.3,"6,796.90",0,0,0,"7,575.30",4.1,4.1,3.9
684.5,688.9,675.1,"344,931.20","116,654.40",11.3,11.7,11.3,"5,767.00",0,0,0,"2,240.10",4,4.1,3.9
706.8,711.4,684.2,"708,430.10","101,897.90",11.1,11.4,11,"14,631.10",0,0,0,"9,594.20",4,4.1,3.9
713.5,724.5,695.1,"932,633.00","266,000.30",10.4,11.2,9.4,"4,378.40",0,0,0,"7,761.00",4.1,4.1,4
702.5,714.5,688,"767,140.60","112,949.30",11.4,11.5,10.3,"18,116.20",0,0,0,"10,438.70",4,4.1,4
723,728.6,699.3,"496,547.80","88,660.10",10.7,11.5,10.7,"3,887.70",0,0,0,"10,803.60",4,4.1,4
733.9,744.6,722,"1,046,608.20","201,547.90",10.9,11.2,10.4,"5,929.20",0,0,0,"11,112.10",4.1,4.2,4
739.2,751,723.9,"473,088.90","72,175.00",11,11.2,10.7,958.5,0,0,0,"8,089.30",4.1,4.2,4.1
704,743.4,674.1,"1,527,246.10","130,750.80",11.1,11.2,10.8,"6,247.40",0,0,0,"14,565.50",3.9,4.1,3.8
705.6,712.8,687.9,"396,158.50","55,299.80",11,11.3,10.9,889.1,0,0,0,"1,349.70",3.9,3.9,3.8
716.4,721.9,700,"368,944.80","32,944.20",11.1,11.2,11,"1,716.80",0,0,0,"2,366.20",4,4,3.9
716.4,721.9,700,"368,944.80","32,944.20",11.1,11.2,11,"1,716.80",0,0,0,"2,366.20",4,4,3.9
708.1,718.9,701.4,"290,935.40","26,049.70",10.9,11.1,10.9,"10,754.30",0,0,0,"3,799.10",3.9,3.9,3.9
705,710.7,698.9,"320,968.90","31,057.00",10.9,11,10.8,"1,784.30",0,0,0,"1,888.70",3.8,3.9,3.8
736.3,743.1,703,"842,846.20","186,279.10",10.6,11,10.3,"6,291.90",0,0,0,"5,845.60",4,4,3.8
719,740.9,713.4,"620,451.60","70,291.40",10.5,10.8,10.5,"2,338.10",0,0,0,"3,771.00",3.8,4,3.8
718.4,722.5,710,"311,157.40","26,672.10",10.5,10.7,10.4,898,0,0,0,461.7,3.8,3.9,3.8
715.4,722.9,709.6,"261,134.80","43,618.20",10.2,10.6,10.1,"1,097.80",0,0,0,497.2,3.8,3.9,3.8
696,717,689.5,"458,023.30","146,304.60",10,10.4,9.6,"1,424.10",0,0,0,"4,911.60",3.7,3.8,3.7
708,708.4,681.7,"463,093.30","36,987.60",10,10.3,9.9,933.8,0,0,0,"4,480.00",3.9,3.9,3.7
714.6,716.9,698.9,"228,662.80","30,104.40",10,10.1,9.9,"4,220.90",0,0,0,"2,666.20",3.9,3.9,3.8
715,717.9,708.3,"165,252.20","102,731.90",10.3,10.4,9.9,"2,792.60",0,0,0,"11,793.50",3.9,4,3.8
747.3,757,710,"1,061,987.60","145,302.20",9.9,10.4,9.9,"9,221.50",0,0,0,"15,190.90",3.9,4,3.9
747.2,754.8,734.1,"416,943.70","51,687.20",9.7,10.2,9.7,361.9,0,0,0,951,3.9,4,3.9
747,759,740,"330,461.30","112,407.70",9.6,9.8,9.5,182.3,0,0,0,"3,524.90",4,4,3.9
756,757,744.2,"155,792.70","32,279.40",9.6,9.8,9.6,"5,767.30",0,0,0,"1,841.70",3.9,4,3.9
736.4,756,715.7,"490,206.60","34,365.40",9.7,9.7,9.5,"1,592.20",0,0,0,"3,136.30",3.9,4,3.9
738.7,742.7,731.6,"217,012.40","51,219.30",10,10.1,9.5,"2,819.30",0,0,0,"1,768.20",3.9,4,3.9
738.8,751,734.7,"391,683.00","78,204.80",9.7,10.3,9.6,"4,353.30",0,0,0,784.6,3.9,3.9,3.9
740.9,745.7,731,"242,330.70","35,730.70",9.7,9.9,9.6,"4,569.10",0,0,0,517.1,3.9,3.9,3.9
734.8,740.8,728.3,"348,765.50","165,074.00",9.2,9.7,8.6,"7,378.30",0,0,0,"1,181.00",3.9,3.9,3.8
739,743,732.2,"168,064.80","50,757.70",9.3,9.8,9.2,379.3,0,0,0,994.4,3.9,3.9,3.8
732.2,741.8,722.1,"206,562.10","40,414.80",9.2,9.4,9.1,533.9,0,0,0,996.2,3.9,3.9,3.8
730.4,738,727.5,"166,446.40","74,720.60",8.8,9.2,8.6,544.3,0,0,0,"1,815.30",3.9,3.9,3.8
734.2,735.5,728.3,"158,043.00","86,163.00",8,8.9,7.8,647,0,0,0,"2,561.90",3.9,3.9,3.8
739.3,745.2,727.9,"208,095.20","79,503.00",8.5,8.7,7.8,"1,696.10",0,0,0,"1,377.20",3.9,3.9,3.8
749.8,750,733.6,"270,861.40","68,490.80",8.5,8.7,8.2,498.2,0,0,0,574.8,3.9,3.9,3.8
771.2,775,748.3,"535,222.80","66,160.70",8.2,8.5,8,"4,146.60",0,0,0,"1,590.00",3.9,3.9,3.9
761.3,782.4,756.8,"439,808.80","296,601.50",8,8.2,7.3,"4,761.40",0,0,0,"2,229.20",3.9,3.9,3.9
763,768.9,761.5,"121,141.50","42,078.20",7.9,8.1,7.6,"3,509.20",0,0,0,"5,710.30",3.9,3.9,3.9
756.7,773,752,"356,950.40","74,657.50",7.4,7.8,7.3,635.7,0,0,0,"53,863.80",3.6,3.9,3.3
755,758.4,747,"538,975.20","239,855.60",6.4,7.4,6.4,196,0,0,0,"23,537.70",3.5,3.6,3.4
755.2,763.5,753,"522,961.20","467,185.30",7.5,7.9,5.9,"1,507.10",0,0,0,"20,301.70",3.5,3.5,3.4
765,770.5,755,"277,261.30","120,403.10",8.6,8.7,7.3,"2,290.20",0,0,0,"5,690.30",3.7,3.7,3.5
771.7,773,764.4,"176,237.90","130,040.50",8.3,8.8,8,480.6,0,0,0,"3,416.20",3.7,3.7,3.6
773,774,769.2,"120,815.30","61,932.00",8.4,8.7,8.1,417.4,0,0,0,340,3.7,3.7,3.7
767.5,776,753.3,"303,085.40","38,734.10",8.1,8.4,8,"1,278.50",0,0,0,"4,922.10",3.6,3.7,3.6
771,771,764.1,"121,167.40","12,744.70",8.2,8.3,8.1,145.4,0,0,0,"1,870.30",3.6,3.7,3.6
778.1,786.7,766.5,"437,098.20","123,512.90",8.3,8.6,8.1,397.6,0,0,0,"4,540.60",3.7,3.7,3.6
782,783.9,774.2,"149,122.80","19,908.50",8.4,8.5,8.3,"1,974.50",0,0,0,425.7,3.7,3.7,3.6
781.1,782,773.2,"142,824.90","45,065.50",8.1,8.4,8.1,237.2,0,0,0,637.1,3.7,3.7,3.6
781.3,783.1,774,"169,451.30","46,309.40",7.9,8.1,7.7,"1,101.50",0,0,0,926.8,3.6,3.7,3.6
788.2,791,778,"133,974.60","20,169.40",7.5,7.9,7.5,902.4,0,0,0,"1,175.90",3.6,3.7,3.6
789.6,795,785,"146,125.10","77,700.10",7.7,8,7.5,"2,735.70",0,0,0,"6,793.60",3.7,3.7,3.6
790,794,785.5,"152,133.90","31,310.90",7.8,7.9,7.7,651.4,0,0,0,"2,996.50",3.7,3.7,3.7
794,795,789.3,"186,548.10","16,503.10",7.7,7.8,7.6,"1,217.10",0,0,0,"1,289.30",3.7,3.7,3.6
808.5,809.3,791.5,"314,280.70","34,605.40",7.7,7.8,7.6,"2,163.70",0,0,0,"1,285.00",3.7,3.7,3.6
850.8,858.5,805.5,"807,951.10","80,870.80",7.4,8,7.4,"1,721.60",0,0,0,"10,320.30",3.7,3.7,3.6
899,909,838.9,"1,023,534.90","75,349.90",7.5,7.8,7.4,681.7,0,0,0,"5,924.00",3.7,3.8,3.6
895,920,841.9,"1,480,289.70","83,149.20",7.3,7.6,7,"3,385.30",0,0,0,"53,653.20",4.3,4.7,3.7
865.5,906.6,863,"915,512.80","29,437.40",7.3,7.4,7.2,226.5,0,0,0,"25,783.00",4.2,4.6,4.1
899.7,916.5,850.9,"1,390,679.90","104,055.10",7.3,7.4,7,"4,319.40",0,0,0,"51,769.20",4.2,4.4,2.9
911.6,914.6,886.3,"544,331.50","42,276.20",7.2,7.3,7.2,"1,285.10",0,0,0,"7,913.00",4.3,4.4,4.2
960.4,960.4,908.7,"1,483,148.80","120,533.60",7.2,7.3,7,"2,395.00",0,0,0,"53,972.20",4.5,4.5,4.2
974.7,984.5,947.3,"1,888,916.80","305,029.70",8.2,8.3,7.1,"2,275.40",0,0,0,"28,884.50",4.6,4.6,4.4
944,980,941.2,"1,330,012.30","228,713.50",8.4,8.6,8.1,"2,680.00",0,0,0,"25,870.80",4.4,4.6,4.4
956.6,967.9,925.4,"1,140,077.20","136,761.30",8,8.4,8,"1,333.00",0,0,0,"20,246.10",4.3,4.5,4.2
963.7,968,948.5,"355,245.20","90,801.90",8.3,8.6,7.9,"1,885.30",0,0,0,"3,416.70",4.4,4.4,4.3
"1,012.90","1,019.90",963.2,"1,441,145.70","113,072.00",8.2,8.4,8.1,"2,498.10",0,0,0,"21,950.90",4.5,4.6,4.4
"1,018.30","1,034.30",994,"1,850,506.10","132,803.70",8.4,8.5,8.1,"12,913.20",0,0,0,"31,273.40",4.5,4.7,4.5
"1,056.30","1,065.00","1,010.00","1,530,127.40","734,902.10",10.6,10.7,8.4,"1,554.00",0,0,0,"42,374.70",4.6,4.7,4.4
"1,136.10","1,159.10","1,055.00","4,736,821.50","739,426.50",11.1,11.6,10.3,"33,036.40",0,0,0,"175,045.70",4.5,4.7,4.4
952,"1,137.00",882,"9,946,939.00","985,972.20",10.1,11.1,9.3,"41,998.00",0,0,0,"95,245.20",4.2,4.6,4.1
820.4,959,818.5,"6,228,992.60","537,831.30",9.6,10.3,9.4,"16,866.50",0,0,0,"28,501.70",3.6,4.2,3.6
933,939.7,818.5,"3,496,213.10","261,272.00",9.9,10.1,9.6,"3,975.70",0,0,0,"25,543.20",4,4.1,3.6
892.3,938,880,"2,560,471.70","345,018.10",10.4,10.4,9.9,"6,975.50",0,0,0,"22,709.90",3.9,4.1,3.9
906.5,915.8,882.5,"958,451.70","259,148.40",10.4,10.8,10.2,"5,041.60",0,0,0,"41,965.00",4.4,4.5,3.9
919.2,927.8,901.2,"1,083,409.40","132,672.90",10.6,10.7,10.3,"32,470.20",0,0,0,"44,952.20",4.5,4.7,4.4
766.9,919.2,751,"7,076,359.00","618,511.60",9.3,10.6,9.2,"36,474.90",0,0,0,"91,313.80",3.8,4.5,3.8
791.4,832.9,756.4,"2,626,503.90","246,346.50",9.5,10.1,9.2,"16,948.00",0,0,0,"28,199.30",3.9,4.1,3.8
830.4,836,790,"1,669,173.60","81,399.20",9.7,9.7,9.4,"9,970.70",0,0,0,"7,431.10",4,4.1,3.9
813.5,836,802,"1,073,215.70","45,893.50",9.7,9.9,9.5,"3,614.30",0,0,0,"8,094.50",3.9,4,3.8
826,834.2,806.7,"710,967.10","42,706.60",9.6,9.9,9.6,"4,028.00",0,0,0,"9,573.70",3.9,3.9,3.9
878,893.5,816,"1,342,523.80","139,680.70",9.9,10,9.5,"5,429.10",0,0,0,"37,856.00",3.9,4,3.8
887,912,867.1,"2,393,537.10","569,161.10",10.2,10.5,9.8,"21,875.80",0,0,0,"29,041.90",3.9,4,3.9
896,900.5,850,"1,737,901.20","216,035.70",10.2,10.3,9.7,"13,746.50",0,0,0,"14,337.90",3.9,3.9,3.8
892.8,907,885,"1,093,172.60","328,505.70",10.6,10.8,10.2,"10,881.10",0,0,0,"10,291.70",3.9,3.9,3.8
916.9,924,882.5,"1,219,401.10","121,048.40",10.6,10.8,10.5,"12,801.50",0,0,0,"13,965.80",3.9,4,3.9
936,939.1,916.5,"1,016,001.20","148,895.60",10.9,11,10.6,"5,545.30",0,0,0,"7,077.20",3.9,3.9,3.9
